            	 -180.000    	 -177.500    	 -175.000    	 -172.500    	 -170.000    	 -167.500    	 -165.000    	 -162.500    	 -160.000    	 -157.500    	 -155.000    	 -152.500    	 -150.000    	 -147.500    	 -145.000    	 -142.500    	 -140.000    	 -137.500    	 -135.000    	 -132.500    	 -130.000    	 -127.500    	 -125.000    	 -122.500    	 -120.000    	 -117.500    	 -115.000    	 -112.500    	 -110.000    	 -107.500    	 -105.000    	 -102.500    	-100.0000    	 -97.5000    	 -95.0000    	 -92.5000    	 -90.0000    	 -87.5000    	 -85.0000    	 -82.5000    	 -80.0000    	 -77.5000    	 -75.0000    	 -72.5000    	 -70.0000    	 -67.5000    	 -65.0000    	 -62.5000    	 -60.0000    	 -57.5000    	 -55.0000    	 -52.5000    	 -50.0000    	 -47.5000    	 -45.0000    	 -42.5000    	 -40.0000    	 -37.5000    	 -35.0000    	 -32.5000    	 -30.0000    	 -27.5000    	 -25.0000    	 -22.5000    	 -20.0000    	 -17.5000    	 -15.0000    	 -12.5000    	-10.00000    	 -7.50000    	 -5.00000    	 -2.50000    	 0.000000E+00	  2.50000    	  5.00000    	  7.50000    	 10.00000    	  12.5000    	  15.0000    	  17.5000    	  20.0000    	  22.5000    	  25.0000    	  27.5000    	  30.0000    	  32.5000    	  35.0000    	  37.5000    	  40.0000    	  42.5000    	  45.0000    	  47.5000    	  50.0000    	  52.5000    	  55.0000    	  57.5000    	  60.0000    	  62.5000    	  65.0000    	  67.5000    	  70.0000    	  72.5000    	  75.0000    	  77.5000    	  80.0000    	  82.5000    	  85.0000    	  87.5000    	  90.0000    	  92.5000    	  95.0000    	  97.5000    	 100.0000    	  102.500    	  105.000    	  107.500    	  110.000    	  112.500    	  115.000    	  117.500    	  120.000    	  122.500    	  125.000    	  127.500    	  130.000    	  132.500    	  135.000    	  137.500    	  140.000    	  142.500    	  145.000    	  147.500    	  150.000    	  152.500    	  155.000    	  157.500    	  160.000    	  162.500    	  165.000    	  167.500    	  170.000    	  172.500    	  175.000    	  177.500    	  180.000    
 -90.0000    	  3.68067    	  3.65300    	  3.61600    	  3.57467    	  3.52500    	  3.47033    	  3.40600    	  3.33833    	  3.26267    	  3.18133    	  3.09300    	  2.99967    	  2.90100    	  2.79667    	  2.68700    	  2.57167    	  2.45067    	  2.32733    	  2.19800    	  2.06400    	  1.92700    	  1.78700    	  1.64100    	  1.49333    	  1.34467    	  1.19100    	  1.03533    	 0.878667    	 0.720333    	 0.559000    	 0.398333    	 0.239000    	 7.500000E-02	-8.800000E-02	-0.250000    	-0.412000    	-0.572333    	-0.733333    	-0.891000    	 -1.04800    	 -1.20267    	 -1.35567    	 -1.50700    	 -1.65300    	 -1.79700    	 -1.93767    	 -2.07400    	 -2.20733    	 -2.33733    	 -2.46000    	 -2.58067    	 -2.69567    	 -2.80500    	 -2.90733    	 -3.00700    	 -3.10000    	 -3.18800    	 -3.26833    	 -3.34300    	 -3.41233    	 -3.47433    	 -3.52933    	 -3.57900    	 -3.62033    	 -3.65433    	 -3.68233    	 -3.70200    	 -3.71633    	 -3.72467    	 -3.72333    	 -3.71700    	 -3.70367    	 -3.68033    	 -3.65300    	 -3.61600    	 -3.57433    	 -3.52500    	 -3.47033    	 -3.40600    	 -3.33833    	 -3.26233    	 -3.18100    	 -3.09300    	 -2.99967    	 -2.90067    	 -2.79600    	 -2.68700    	 -2.57167    	 -2.45067    	 -2.32733    	 -2.19800    	 -2.06400    	 -1.92700    	 -1.78700    	 -1.64100    	 -1.49300    	 -1.34467    	 -1.19100    	 -1.03500    	-0.878333    	-0.720333    	-0.559000    	-0.398333    	-0.239000    	-7.500000E-02	 8.800000E-02	 0.250333    	 0.412000    	 0.572333    	 0.733667    	 0.891000    	  1.04800    	  1.20267    	  1.35600    	  1.50733    	  1.65300    	  1.79700    	  1.93800    	  2.07400    	  2.20800    	  2.33733    	  2.46000    	  2.58067    	  2.69600    	  2.80533    	  2.90767    	  3.00733    	  3.10000    	  3.18833    	  3.26833    	  3.34333    	  3.41233    	  3.47433    	  3.52933    	  3.57900    	  3.62033    	  3.65433    	  3.68233    	  3.70200    	  3.71700    	  3.72467    	  3.72367    	  3.71700    	  3.70367    	  3.68067    
 -87.5000    	  3.71200    	  3.64867    	  3.57967    	  3.50300    	  3.41833    	  3.32933    	  3.23367    	  3.13133    	  3.02400    	  2.91267    	  2.79733    	  2.67867    	  2.55867    	  2.43633    	  2.31533    	  2.19400    	  2.07500    	  1.95700    	  1.84200    	  1.73267    	  1.62767    	  1.52667    	  1.43167    	  1.34167    	  1.25767    	  1.18100    	  1.10767    	  1.04067    	 0.978333    	 0.916667    	 0.861333    	 0.807667    	 0.754000    	 0.703000    	 0.650000    	 0.594667    	 0.537667    	 0.478000    	 0.413667    	 0.343667    	 0.269333    	 0.187667    	 9.899999E-02	 4.333330E-03	-9.866666E-02	-0.208333    	-0.324333    	-0.447333    	-0.578000    	-0.713000    	-0.853667    	-0.996667    	 -1.14600    	 -1.29733    	 -1.44833    	 -1.60267    	 -1.75433    	 -1.90300    	 -2.05100    	 -2.19433    	 -2.33300    	 -2.46767    	 -2.59300    	 -2.71100    	 -2.82100    	 -2.92033    	 -3.00967    	 -3.09067    	 -3.15733    	 -3.21400    	 -3.25667    	 -3.28833    	 -3.30733    	 -3.31433    	 -3.30733    	 -3.28667    	 -3.25300    	 -3.20700    	 -3.14767    	 -3.07700    	 -2.99200    	 -2.89633    	 -2.79133    	 -2.67000    	 -2.54067    	 -2.39933    	 -2.24967    	 -2.09200    	 -1.92133    	 -1.74567    	 -1.56233    	 -1.37233    	 -1.17500    	-0.973667    	-0.767000    	-0.557333    	-0.344333    	-0.128667    	 8.733334E-02	 0.304000    	 0.520000    	 0.736333    	 0.948333    	  1.15733    	  1.36200    	  1.56333    	  1.75700    	  1.94633    	  2.12900    	  2.30267    	  2.46700    	  2.62467    	  2.77167    	  2.91033    	  3.03933    	  3.16100    	  3.26967    	  3.37133    	  3.46433    	  3.54667    	  3.62067    	  3.68700    	  3.74700    	  3.79800    	  3.84300    	  3.88133    	  3.91400    	  3.94167    	  3.96467    	  3.98133    	  3.99600    	  4.00500    	  4.01100    	  4.01133    	  4.00967    	  4.00367    	  3.99200    	  3.97533    	  3.95533    	  3.92900    	  3.89800    	  3.86033    	  3.81833    	  3.76900    	  3.71200    
 -85.0000    	  3.33400    	  3.29900    	  3.24633    	  3.16933    	  3.06967    	  2.94933    	  2.80333    	  2.63600    	  2.44833    	  2.24267    	  2.02367    	  1.79533    	  1.56000    	  1.32300    	  1.08967    	 0.862333    	 0.648000    	 0.449667    	 0.270333    	 0.115667    	-1.366668E-02	-0.112000    	-0.183333    	-0.222667    	-0.233333    	-0.212667    	-0.164667    	-8.966667E-02	 7.333315E-03	 0.123667    	 0.256333    	 0.400000    	 0.549000    	 0.703333    	 0.855000    	 0.999667    	  1.13233    	  1.25133    	  1.35100    	  1.42867    	  1.48267    	  1.50767    	  1.50600    	  1.47600    	  1.41433    	  1.32533    	  1.20833    	  1.06467    	 0.895333    	 0.706667    	 0.497333    	 0.273000    	 3.400000E-02	-0.211000    	-0.463000    	-0.716667    	-0.971667    	 -1.22067    	 -1.46300    	 -1.69600    	 -1.91833    	 -2.12767    	 -2.32233    	 -2.49800    	 -2.65767    	 -2.79767    	 -2.92133    	 -3.02567    	 -3.11133    	 -3.17433    	 -3.21967    	 -3.24367    	 -3.24900    	 -3.23500    	 -3.20067    	 -3.14867    	 -3.07767    	 -2.99000    	 -2.88533    	 -2.76467    	 -2.62900    	 -2.48033    	 -2.31867    	 -2.14667    	 -1.96400    	 -1.77433    	 -1.57700    	 -1.37267    	 -1.16367    	-0.952667    	-0.735333    	-0.516000    	-0.296000    	-7.466667E-02	 0.150000    	 0.376333    	 0.599333    	 0.825667    	  1.05167    	  1.27833    	  1.50367    	  1.72600    	  1.94733    	  2.16400    	  2.37133    	  2.57400    	  2.76600    	  2.94567    	  3.11367    	  3.26500    	  3.39833    	  3.51300    	  3.60867    	  3.68233    	  3.73567    	  3.77000    	  3.78433    	  3.77900    	  3.75800    	  3.72300    	  3.67233    	  3.61633    	  3.55200    	  3.48267    	  3.41433    	  3.34600    	  3.28200    	  3.22467    	  3.17400    	  3.13633    	  3.10633    	  3.08933    	  3.08233    	  3.08700    	  3.10200    	  3.12633    	  3.15767    	  3.19233    	  3.23033    	  3.26667    	  3.30167    	  3.32800    	  3.34300    	  3.34733    	  3.33400    
 -82.5000    	  3.13633    	  3.16433    	  3.14567    	  3.07867    	  2.95733    	  2.78633    	  2.56133    	  2.29067    	  1.97867    	  1.62933    	  1.25167    	 0.857333    	 0.454333    	 5.133333E-02	-0.335000    	-0.700667    	 -1.03400    	 -1.32700    	 -1.57367    	 -1.76633    	 -1.90167    	 -1.97733    	 -1.99400    	 -1.94867    	 -1.84700    	 -1.69300    	 -1.48867    	 -1.23867    	-0.952333    	-0.640333    	-0.305667    	 4.166666E-02	 0.393667    	 0.741667    	  1.07767    	  1.39400    	  1.68433    	  1.94167    	  2.15800    	  2.33267    	  2.45733    	  2.53233    	  2.55633    	  2.52500    	  2.44200    	  2.30900    	  2.12733    	  1.90367    	  1.63933    	  1.34067    	  1.01467    	 0.669000    	 0.307667    	-6.299999E-02	-0.433667    	-0.798000    	 -1.15333    	 -1.49267    	 -1.81433    	 -2.11400    	 -2.39133    	 -2.64133    	 -2.86633    	 -3.06767    	 -3.24233    	 -3.39233    	 -3.51867    	 -3.62233    	 -3.69967    	 -3.75600    	 -3.78600    	 -3.78800    	 -3.76433    	 -3.71233    	 -3.63200    	 -3.52200    	 -3.38367    	 -3.21633    	 -3.02333    	 -2.80367    	 -2.56433    	 -2.30633    	 -2.03400    	 -1.75300    	 -1.46833    	 -1.18267    	-0.904667    	-0.634667    	-0.377333    	-0.136333    	 8.633333E-02	 0.289667    	 0.475333    	 0.638667    	 0.786333    	 0.920333    	  1.04200    	  1.15800    	  1.27300    	  1.38767    	  1.50633    	  1.63400    	  1.76733    	  1.91100    	  2.06100    	  2.21300    	  2.36633    	  2.51467    	  2.65367    	  2.77267    	  2.87133    	  2.94467    	  2.98733    	  2.99600    	  2.97267    	  2.91667    	  2.83033    	  2.71867    	  2.58467    	  2.43767    	  2.28233    	  2.12400    	  1.96967    	  1.82500    	  1.69500    	  1.58433    	  1.49667    	  1.42933    	  1.39000    	  1.37767    	  1.39400    	  1.43600    	  1.50567    	  1.59833    	  1.71733    	  1.85267    	  2.00500    	  2.17067    	  2.34100    	  2.51400    	  2.67967    	  2.83133    	  2.96500    	  3.06633    	  3.13633    
 -80.0000    	  3.58533    	  3.60367    	  3.55133    	  3.42400    	  3.22300    	  2.94567    	  2.60200    	  2.19533    	  1.74300    	  1.24767    	 0.733333    	 0.209333    	-0.304667    	-0.797333    	 -1.25200    	 -1.65467    	 -1.99667    	 -2.26900    	 -2.46500    	 -2.58500    	 -2.62200    	 -2.58533    	 -2.47500    	 -2.29833    	 -2.06267    	 -1.77500    	 -1.44633    	 -1.08533    	-0.702000    	-0.303667    	 9.800000E-02	 0.498667    	 0.886000    	  1.25333    	  1.59667    	  1.90667    	  2.17900    	  2.41167    	  2.59567    	  2.73233    	  2.81700    	  2.84933    	  2.82933    	  2.75733    	  2.63100    	  2.45433    	  2.23167    	  1.96133    	  1.65133    	  1.30400    	 0.928000    	 0.526667    	 0.112667    	-0.305667    	-0.720333    	 -1.12467    	 -1.50900    	 -1.86733    	 -2.19600    	 -2.49167    	 -2.75433    	 -2.98567    	 -3.18900    	 -3.36800    	 -3.52567    	 -3.66600    	 -3.79100    	 -3.90300    	 -3.99767    	 -4.07267    	 -4.12667    	 -4.15167    	 -4.13933    	 -4.08733    	 -3.98833    	 -3.84233    	 -3.64333    	 -3.39433    	 -3.09967    	 -2.76100    	 -2.38800    	 -1.98567    	 -1.57000    	 -1.14367    	-0.719333    	-0.309000    	 7.966667E-02	 0.437000    	 0.754667    	  1.02500    	  1.24400    	  1.40700    	  1.51067    	  1.55600    	  1.54433    	  1.48700    	  1.38767    	  1.26233    	  1.12300    	 0.982000    	 0.859333    	 0.761333    	 0.701667    	 0.683000    	 0.710000    	 0.775333    	 0.874000    	 0.993000    	  1.11733    	  1.23367    	  1.32367    	  1.37767    	  1.38767    	  1.34500    	  1.25000    	  1.11333    	 0.937667    	 0.739667    	 0.533333    	 0.331667    	 0.151000    	 6.666680E-04	-0.108000    	-0.169333    	-0.182667    	-0.148000    	-7.200000E-02	 4.233335E-02	 0.188333    	 0.358667    	 0.550333    	 0.757000    	 0.976000    	  1.20767    	  1.44733    	  1.69733    	  1.95433    	  2.21667    	  2.47667    	  2.73033    	  2.97033    	  3.18533    	  3.36667    	  3.50467    	  3.58533    
 -77.5000    	  4.39333    	  4.28233    	  4.08633    	  3.80500    	  3.44567    	  3.01867    	  2.53433    	  2.00733    	  1.45467    	 0.893333    	 0.341667    	-0.184667    	-0.669667    	 -1.09900    	 -1.46033    	 -1.74567    	 -1.94633    	 -2.06300    	 -2.09267    	 -2.04333    	 -1.92167    	 -1.73167    	 -1.49200    	 -1.20833    	-0.898000    	-0.571333    	-0.237000    	 9.466667E-02	 0.418333    	 0.723667    	  1.00800    	  1.26933    	  1.50233    	  1.70433    	  1.87467    	  2.01033    	  2.11200    	  2.18100    	  2.21833    	  2.22900    	  2.21267    	  2.17567    	  2.12167    	  2.04733    	  1.95767    	  1.84300    	  1.70467    	  1.53800    	  1.33433    	  1.09167    	 0.810000    	 0.492667    	 0.146333    	-0.222333    	-0.596333    	-0.964667    	 -1.31333    	 -1.62800    	 -1.90167    	 -2.13100    	 -2.31400    	 -2.45933    	 -2.57167    	 -2.66433    	 -2.74633    	 -2.83000    	 -2.91833    	 -3.01567    	 -3.11800    	 -3.21733    	 -3.30433    	 -3.36600    	 -3.38367    	 -3.34633    	 -3.24600    	 -3.07333    	 -2.82900    	 -2.51733    	 -2.14500    	 -1.72767    	 -1.27900    	-0.814667    	-0.343667    	 0.114333    	 0.558667    	 0.977000    	  1.36400    	  1.71467    	  2.02333    	  2.28200    	  2.48133    	  2.61100    	  2.65900    	  2.61767    	  2.48133    	  2.25300    	  1.93933    	  1.56167    	  1.13633    	 0.699333    	 0.280333    	-8.999998E-02	-0.384333    	-0.581333    	-0.677333    	-0.671667    	-0.579667    	-0.426000    	-0.238667    	-5.533334E-02	 9.366668E-02	 0.181667    	 0.188667    	 0.106667    	-5.800000E-02	-0.290667    	-0.567667    	-0.857000    	 -1.12533    	 -1.34100    	 -1.47467    	 -1.51033    	 -1.43467    	 -1.25467    	-0.976000    	-0.620333    	-0.210333    	 0.229667    	 0.671333    	  1.10000    	  1.49900    	  1.86100    	  2.18567    	  2.48000    	  2.74867    	  3.00267    	  3.24500    	  3.47933    	  3.71000    	  3.92367    	  4.11600    	  4.27267    	  4.37900    	  4.42233    	  4.39333    
 -75.0000    	  4.76533    	  4.44333    	  4.03267    	  3.54833    	  3.00900    	  2.44133    	  1.86500    	  1.30167    	 0.771333    	 0.281667    	-0.153333    	-0.524333    	-0.830333    	 -1.06567    	 -1.22867    	 -1.31600    	 -1.33067    	 -1.27533    	 -1.15567    	-0.981000    	-0.760000    	-0.508667    	-0.239000    	 3.466667E-02	 0.299667    	 0.547000    	 0.767333    	 0.959667    	  1.12233    	  1.25400    	  1.35767    	  1.43400    	  1.48267    	  1.50300    	  1.49500    	  1.46100    	  1.39933    	  1.31400    	  1.21467    	  1.10900    	  1.01400    	 0.936000    	 0.889000    	 0.877333    	 0.902000    	 0.954667    	  1.02000    	  1.07633    	  1.10200    	  1.07500    	 0.983000    	 0.811667    	 0.568667    	 0.264333    	-7.633334E-02	-0.428667    	-0.760000    	 -1.04667    	 -1.26633    	 -1.41000    	 -1.47800    	 -1.48033    	 -1.43333    	 -1.35900    	 -1.28367    	 -1.22167    	 -1.19100    	 -1.19833    	 -1.23833    	 -1.29967    	 -1.36800    	 -1.41967    	 -1.42800    	 -1.37867    	 -1.25700    	 -1.05467    	-0.778667    	-0.442000    	-6.699999E-02	 0.322333    	 0.696000    	  1.03800    	  1.33133    	  1.57200    	  1.76567    	  1.92567    	  2.07333    	  2.22633    	  2.39200    	  2.57500    	  2.76400    	  2.94133    	  3.07033    	  3.12200    	  3.06200    	  2.86733    	  2.52933    	  2.06200    	  1.48767    	 0.854333    	 0.217000    	-0.366667    	-0.842333    	 -1.17000    	 -1.32733    	 -1.31300    	 -1.15167    	-0.877667    	-0.547333    	-0.219667    	 5.066666E-02	 0.220000    	 0.257667    	 0.151000    	-8.133332E-02	-0.416667    	-0.800333    	 -1.18500    	 -1.50600    	 -1.71567    	 -1.77167    	 -1.64767    	 -1.34133    	-0.870000    	-0.264667    	 0.426667    	  1.15133    	  1.85767    	  2.50200    	  3.05433    	  3.49733    	  3.83300    	  4.07567    	  4.24967    	  4.38500    	  4.50267    	  4.62333    	  4.75033    	  4.88267    	  5.00467    	  5.10033    	  5.14100    	  5.10833    	  4.98600    	  4.76533    
 -72.5000    	  4.04700    	  3.52567    	  2.92400    	  2.28267    	  1.64267    	  1.03800    	 0.501000    	 4.666667E-02	-0.314667    	-0.588000    	-0.779333    	-0.900000    	-0.961667    	-0.976333    	-0.947667    	-0.882667    	-0.785667    	-0.654333    	-0.498000    	-0.316333    	-0.123667    	 7.566667E-02	 0.273333    	 0.452333    	 0.610000    	 0.739667    	 0.839000    	 0.909333    	 0.954000    	 0.978667    	 0.987000    	 0.982667    	 0.965000    	 0.928333    	 0.871000    	 0.785333    	 0.664333    	 0.513667    	 0.340333    	 0.162000    	-1.666664E-03	-0.121000    	-0.175000    	-0.144000    	-2.366666E-02	 0.177333    	 0.433667    	 0.705000    	 0.950000    	  1.11900    	  1.18100    	  1.11233    	 0.915000    	 0.608333    	 0.233000    	-0.162667    	-0.526667    	-0.812333    	-0.985667    	 -1.03467    	-0.960000    	-0.785333    	-0.541000    	-0.263333    	 1.166666E-02	 0.255000    	 0.445000    	 0.575000    	 0.644667    	 0.668667    	 0.666000    	 0.662000    	 0.683333    	 0.752333    	 0.883000    	  1.07867    	  1.32733    	  1.60600    	  1.88200    	  2.11567    	  2.27233    	  2.32700    	  2.26667    	  2.10567    	  1.87233    	  1.61533    	  1.39233    	  1.25100    	  1.23633    	  1.36600    	  1.63000    	  1.99100    	  2.39000    	  2.75133    	  3.00267    	  3.07867    	  2.94733    	  2.59600    	  2.05433    	  1.38433    	 0.664000    	-2.066666E-02	-0.585000    	-0.960000    	 -1.11567    	 -1.04533    	-0.780000    	-0.373667    	 0.100667    	 0.560667    	 0.936000    	  1.16933    	  1.22600    	  1.10033    	 0.817000    	 0.414667    	-3.900000E-02	-0.474333    	-0.813667    	-0.999000    	-0.979000    	-0.730333    	-0.257667    	 0.405333    	  1.20400    	  2.06567    	  2.90800    	  3.66133    	  4.26433    	  4.68800    	  4.92767    	  5.00933    	  4.97400    	  4.87700    	  4.77400    	  4.70567    	  4.69400    	  4.73867    	  4.81967    	  4.90233    	  4.94167    	  4.89933    	  4.74333    	  4.45833    	  4.04700    
 -70.0000    	  2.20533    	  1.59933    	 0.953667    	 0.321667    	-0.248333    	-0.715333    	 -1.06300    	 -1.28300    	 -1.38933    	 -1.40033    	 -1.34500    	 -1.24667    	 -1.12800    	 -1.00667    	-0.884667    	-0.765667    	-0.645333    	-0.525333    	-0.397000    	-0.267000    	-0.133000    	-3.333342E-03	 0.123667    	 0.241333    	 0.344333    	 0.432667    	 0.505667    	 0.564667    	 0.609667    	 0.642333    	 0.668333    	 0.685000    	 0.689333    	 0.676333    	 0.636667    	 0.559667    	 0.434333    	 0.258333    	 3.833335E-02	-0.211667    	-0.458667    	-0.672000    	-0.808333    	-0.839667    	-0.743667    	-0.526333    	-0.213000    	 0.149667    	 0.499000    	 0.773333    	 0.911333    	 0.886000    	 0.694667    	 0.365000    	-4.400001E-02	-0.459000    	-0.811667    	 -1.03900    	 -1.10533    	 -1.00933    	-0.765333    	-0.419667    	-1.399999E-02	 0.399667    	 0.779333    	  1.10667    	  1.36700    	  1.56167    	  1.69367    	  1.77933    	  1.82667    	  1.85833    	  1.88633    	  1.92833    	  1.99333    	  2.08667    	  2.20067    	  2.31633    	  2.39833    	  2.40900    	  2.31500    	  2.09233    	  1.73467    	  1.26633    	 0.734333    	 0.209333    	-0.229333    	-0.507333    	-0.564667    	-0.375000    	 5.100000E-02	 0.659000    	  1.36167    	  2.05800    	  2.63533    	  3.00700    	  3.11133    	  2.93600    	  2.51167    	  1.90767    	  1.22300    	 0.561667    	 2.533333E-02	-0.310667    	-0.407333    	-0.266333    	 7.400000E-02	 0.547000    	  1.06733    	  1.55100    	  1.92367    	  2.13467    	  2.15867    	  2.00133    	  1.69167    	  1.28267    	 0.834333    	 0.414333    	 8.833332E-02	-7.866666E-02	-4.633334E-02	 0.208333    	 0.681667    	  1.33667    	  2.11133    	  2.92000    	  3.66900    	  4.27033    	  4.66167    	  4.81700    	  4.74900    	  4.50300    	  4.16167    	  3.80200    	  3.49967    	  3.30567    	  3.23000    	  3.25833    	  3.34233    	  3.42467    	  3.44433    	  3.34900    	  3.10833    	  2.72167    	  2.20533    
